REF_DATE,GEO,New housing price indexes,VALUE,STATUS
1981-08,"Toronto, Ontario",Land only,40.1,NA
1981-08,"Hamilton, Ontario",Total (house and land),32.7,NA
1981-08,"Hamilton, Ontario",House only,26.7,NA
1981-08,"Hamilton, Ontario",Land only,50.2,NA
1981-08,"St. Catharines-Niagara, Ontario",Total (house and land),31.2,NA
1981-08,"St. Catharines-Niagara, Ontario",House only,29.2,NA
1981-08,"St. Catharines-Niagara, Ontario",Land only,35.6,NA
1981-08,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),34.9,NA
1981-08,"Kitchener-Cambridge-Waterloo, Ontario",House only,31.4,NA
1981-08,"Kitchener-Cambridge-Waterloo, Ontario",Land only,43.7,NA
1981-08,"London, Ontario",Total (house and land),34.1,NA
1981-08,"London, Ontario",House only,29.7,NA
1981-08,"London, Ontario",Land only,51.6,NA
1981-08,"Windsor, Ontario",Total (house and land),60.6,NA
1981-08,"Windsor, Ontario",House only,63.9,NA
1981-08,"Windsor, Ontario",Land only,47.5,NA
1981-08,"Greater Sudbury, Ontario",Total (house and land),57.2,NA
1981-08,"Greater Sudbury, Ontario",House only,57.5,NA
1981-08,"Greater Sudbury, Ontario",Land only,53.7,NA
1981-08,"Winnipeg, Manitoba",Total (house and land),29,NA
1981-08,"Winnipeg, Manitoba",House only,32.9,NA
1981-08,"Winnipeg, Manitoba",Land only,19,NA
1981-08,"Regina, Saskatchewan",Total (house and land),22.2,NA
1981-08,"Regina, Saskatchewan",House only,23.3,NA
1981-08,"Regina, Saskatchewan",Land only,18.6,NA
1981-08,"Saskatoon, Saskatchewan",Total (house and land),35.9,NA
1981-08,"Saskatoon, Saskatchewan",House only,39.2,NA
1981-08,"Saskatoon, Saskatchewan",Land only,27.8,NA
1981-08,"Calgary, Alberta",Total (house and land),27.1,NA
1981-08,"Calgary, Alberta",House only,30.7,NA
1981-08,"Calgary, Alberta",Land only,20,NA
1981-08,"Edmonton, Alberta",Total (house and land),37.7,NA
1981-08,"Edmonton, Alberta",House only,38.8,NA
1981-08,"Edmonton, Alberta",Land only,33.6,NA
1981-08,"Vancouver, British Columbia",Total (house and land),87.3,NA
1981-08,"Vancouver, British Columbia",House only,89.8,NA
1981-08,"Vancouver, British Columbia",Land only,83.3,NA
1981-08,"Victoria, British Columbia",Total (house and land),130.8,NA
1981-08,"Victoria, British Columbia",House only,206.2,NA
1981-08,"Victoria, British Columbia",Land only,52.5,NA
1981-09,Canada,Total (house and land),40.4,NA
1981-09,Canada,House only,39,NA
1981-09,Canada,Land only,40.9,NA
1981-09,"St. John's, Newfoundland and Labrador",Total (house and land),36.4,NA
1981-09,"St. John's, Newfoundland and Labrador",House only,37.8,NA
1981-09,"St. John's, Newfoundland and Labrador",Land only,31.9,NA
1981-09,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),58.3,NA
1981-09,"Saint John, Fredericton, and Moncton, New Brunswick",House only,64.6,NA
1981-09,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,39,NA
1981-09,"Québec, Quebec",Total (house and land),31.8,NA
1981-09,"Québec, Quebec",House only,36.6,NA
1981-09,"Québec, Quebec",Land only,21.4,NA
1981-09,"Montréal, Quebec",Total (house and land),30.7,NA
1981-09,"Montréal, Quebec",House only,32.1,NA
1981-09,"Montréal, Quebec",Land only,22.6,NA
1981-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),35.2,NA
1981-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,33.9,NA
1981-09,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,40.8,NA
1981-09,"Toronto, Ontario",Total (house and land),32.6,NA
1981-09,"Toronto, Ontario",House only,28.1,NA
1981-09,"Toronto, Ontario",Land only,40.1,NA
1981-09,"Hamilton, Ontario",Total (house and land),32.7,NA
1981-09,"Hamilton, Ontario",House only,26.7,NA
1981-09,"Hamilton, Ontario",Land only,50.2,NA
1981-09,"St. Catharines-Niagara, Ontario",Total (house and land),31.2,NA
1981-09,"St. Catharines-Niagara, Ontario",House only,29.2,NA
1981-09,"St. Catharines-Niagara, Ontario",Land only,35.6,NA
1981-09,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),35,NA
1981-09,"Kitchener-Cambridge-Waterloo, Ontario",House only,31.6,NA
1981-09,"Kitchener-Cambridge-Waterloo, Ontario",Land only,44,NA
1981-09,"London, Ontario",Total (house and land),34.2,NA
1981-09,"London, Ontario",House only,29.7,NA
1981-09,"London, Ontario",Land only,52,NA
1981-09,"Windsor, Ontario",Total (house and land),58.3,NA
1981-09,"Windsor, Ontario",House only,60.8,NA
1981-09,"Windsor, Ontario",Land only,47.5,NA
1981-09,"Greater Sudbury, Ontario",Total (house and land),57.2,NA
1981-09,"Greater Sudbury, Ontario",House only,57.5,NA
1981-09,"Greater Sudbury, Ontario",Land only,53.7,NA
1981-09,"Winnipeg, Manitoba",Total (house and land),29,NA
1981-09,"Winnipeg, Manitoba",House only,32.9,NA
1981-09,"Winnipeg, Manitoba",Land only,19,NA
1981-09,"Regina, Saskatchewan",Total (house and land),22.2,NA
1981-09,"Regina, Saskatchewan",House only,23.3,NA
1981-09,"Regina, Saskatchewan",Land only,18.6,NA
1981-09,"Saskatoon, Saskatchewan",Total (house and land),35.9,NA
1981-09,"Saskatoon, Saskatchewan",House only,39.2,NA
1981-09,"Saskatoon, Saskatchewan",Land only,27.8,NA
1981-09,"Calgary, Alberta",Total (house and land),27.2,NA
1981-09,"Calgary, Alberta",House only,30.7,NA
1981-09,"Calgary, Alberta",Land only,20.1,NA
1981-09,"Edmonton, Alberta",Total (house and land),37.7,NA
1981-09,"Edmonton, Alberta",House only,38.8,NA
1981-09,"Edmonton, Alberta",Land only,33.6,NA
1981-09,"Vancouver, British Columbia",Total (house and land),84.4,NA
1981-09,"Vancouver, British Columbia",House only,89.3,NA
1981-09,"Vancouver, British Columbia",Land only,78,NA
1981-09,"Victoria, British Columbia",Total (house and land),125.2,NA
1981-09,"Victoria, British Columbia",House only,200.8,NA
1981-09,"Victoria, British Columbia",Land only,49,NA
1981-10,Canada,Total (house and land),40.3,NA
1981-10,Canada,House only,38.8,NA
1981-10,Canada,Land only,40.9,NA
1981-10,"St. John's, Newfoundland and Labrador",Total (house and land),36.4,NA
1981-10,"St. John's, Newfoundland and Labrador",House only,37.8,NA
1981-10,"St. John's, Newfoundland and Labrador",Land only,31.9,NA
1981-10,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),57.2,NA
1981-10,"Saint John, Fredericton, and Moncton, New Brunswick",House only,62.7,NA
1981-10,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,39,NA
1981-10,"Québec, Quebec",Total (house and land),31.8,NA
1981-10,"Québec, Quebec",House only,36.6,NA
1981-10,"Québec, Quebec",Land only,21.5,NA
1981-10,"Montréal, Quebec",Total (house and land),31,NA
1981-10,"Montréal, Quebec",House only,32.4,NA
1981-10,"Montréal, Quebec",Land only,22.6,NA
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),35.2,NA
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,33.9,NA
1981-10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,40.8,NA
1981-10,"Toronto, Ontario",Total (house and land),32.5,NA
1981-10,"Toronto, Ontario",House only,28.1,NA
1981-10,"Toronto, Ontario",Land only,40.1,NA
1981-10,"Hamilton, Ontario",Total (house and land),32.7,NA
1981-10,"Hamilton, Ontario",House only,26.7,NA
1981-10,"Hamilton, Ontario",Land only,50.2,NA
1981-10,"St. Catharines-Niagara, Ontario",Total (house and land),31.2,NA
1981-10,"St. Catharines-Niagara, Ontario",House only,29.2,NA
1981-10,"St. Catharines-Niagara, Ontario",Land only,35.6,NA
1981-10,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),35.2,NA
1981-10,"Kitchener-Cambridge-Waterloo, Ontario",House only,31.7,NA
1981-10,"Kitchener-Cambridge-Waterloo, Ontario",Land only,44,NA
1981-10,"London, Ontario",Total (house and land),34.2,NA
1981-10,"London, Ontario",House only,29.7,NA
1981-10,"London, Ontario",Land only,52,NA
1981-10,"Windsor, Ontario",Total (house and land),58.3,NA
1981-10,"Windsor, Ontario",House only,60.8,NA
1981-10,"Windsor, Ontario",Land only,47.5,NA
1981-10,"Greater Sudbury, Ontario",Total (house and land),57.2,NA
1981-10,"Greater Sudbury, Ontario",House only,57.5,NA
1981-10,"Greater Sudbury, Ontario",Land only,53.7,NA
1981-10,"Winnipeg, Manitoba",Total (house and land),29,NA
1981-10,"Winnipeg, Manitoba",House only,32.9,NA
1981-10,"Winnipeg, Manitoba",Land only,19,NA
1981-10,"Regina, Saskatchewan",Total (house and land),22.2,NA
1981-10,"Regina, Saskatchewan",House only,23.3,NA
1981-10,"Regina, Saskatchewan",Land only,18.6,NA
1981-10,"Saskatoon, Saskatchewan",Total (house and land),35.9,NA
1981-10,"Saskatoon, Saskatchewan",House only,39.3,NA
1981-10,"Saskatoon, Saskatchewan",Land only,27.8,NA
1981-10,"Calgary, Alberta",Total (house and land),27.3,NA
1981-10,"Calgary, Alberta",House only,30.8,NA
1981-10,"Calgary, Alberta",Land only,20.1,NA
1981-10,"Edmonton, Alberta",Total (house and land),37.7,NA
1981-10,"Edmonton, Alberta",House only,38.8,NA
1981-10,"Edmonton, Alberta",Land only,33.6,NA
1981-10,"Vancouver, British Columbia",Total (house and land),82.4,NA
1981-10,"Vancouver, British Columbia",House only,85.2,NA
1981-10,"Vancouver, British Columbia",Land only,78,NA
1981-10,"Victoria, British Columbia",Total (house and land),124.9,NA
1981-10,"Victoria, British Columbia",House only,200.6,NA
1981-10,"Victoria, British Columbia",Land only,49,NA
1981-11,Canada,Total (house and land),40.2,NA
1981-11,Canada,House only,38.8,NA
1981-11,Canada,Land only,40.4,NA
1981-11,"St. John's, Newfoundland and Labrador",Total (house and land),37.1,NA
1981-11,"St. John's, Newfoundland and Labrador",House only,38.5,NA
1981-11,"St. John's, Newfoundland and Labrador",Land only,31.9,NA
1981-11,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),57.2,NA
1981-11,"Saint John, Fredericton, and Moncton, New Brunswick",House only,62.7,NA
1981-11,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,39,NA
1981-11,"Québec, Quebec",Total (house and land),32,NA
1981-11,"Québec, Quebec",House only,36.8,NA
1981-11,"Québec, Quebec",Land only,21.8,NA
1981-11,"Montréal, Quebec",Total (house and land),31.2,NA
1981-11,"Montréal, Quebec",House only,32.7,NA
1981-11,"Montréal, Quebec",Land only,22.6,NA
1981-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),36.3,NA
1981-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,35.2,NA
1981-11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,41.3,NA
1981-11,"Toronto, Ontario",Total (house and land),32.5,NA
1981-11,"Toronto, Ontario",House only,28.1,NA
1981-11,"Toronto, Ontario",Land only,40.1,NA
1981-11,"Hamilton, Ontario",Total (house and land),32.7,NA
1981-11,"Hamilton, Ontario",House only,26.7,NA
1981-11,"Hamilton, Ontario",Land only,50.2,NA
1981-11,"St. Catharines-Niagara, Ontario",Total (house and land),31.2,NA
1981-11,"St. Catharines-Niagara, Ontario",House only,29.2,NA
1981-11,"St. Catharines-Niagara, Ontario",Land only,35.6,NA
1981-11,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),35.4,NA
1981-11,"Kitchener-Cambridge-Waterloo, Ontario",House only,32,NA
1981-11,"Kitchener-Cambridge-Waterloo, Ontario",Land only,44,NA
1981-11,"London, Ontario",Total (house and land),34.2,NA
1981-11,"London, Ontario",House only,29.7,NA
1981-11,"London, Ontario",Land only,52,NA
1981-11,"Windsor, Ontario",Total (house and land),58.3,NA
1981-11,"Windsor, Ontario",House only,60.8,NA
1981-11,"Windsor, Ontario",Land only,47.5,NA
1981-11,"Greater Sudbury, Ontario",Total (house and land),58.2,NA
1981-11,"Greater Sudbury, Ontario",House only,58.6,NA
1981-11,"Greater Sudbury, Ontario",Land only,54.1,NA
1981-11,"Winnipeg, Manitoba",Total (house and land),29,NA
1981-11,"Winnipeg, Manitoba",House only,32.9,NA
1981-11,"Winnipeg, Manitoba",Land only,19,NA
1981-11,"Regina, Saskatchewan",Total (house and land),22.5,NA
1981-11,"Regina, Saskatchewan",House only,23.3,NA
1981-11,"Regina, Saskatchewan",Land only,19.6,NA
1981-11,"Saskatoon, Saskatchewan",Total (house and land),35.9,NA
1981-11,"Saskatoon, Saskatchewan",House only,39.3,NA
1981-11,"Saskatoon, Saskatchewan",Land only,27.8,NA
1981-11,"Calgary, Alberta",Total (house and land),27.4,NA
1981-11,"Calgary, Alberta",House only,31,NA
1981-11,"Calgary, Alberta",Land only,20.1,NA
1981-11,"Edmonton, Alberta",Total (house and land),37.7,NA
1981-11,"Edmonton, Alberta",House only,39.1,NA
1981-11,"Edmonton, Alberta",Land only,33.3,NA
1981-11,"Vancouver, British Columbia",Total (house and land),78.2,NA
1981-11,"Vancouver, British Columbia",House only,81.1,NA
1981-11,"Vancouver, British Columbia",Land only,74,NA
1981-11,"Victoria, British Columbia",Total (house and land),124.2,NA
1981-11,"Victoria, British Columbia",House only,198.5,NA
1981-11,"Victoria, British Columbia",Land only,49,NA
1981-12,Canada,Total (house and land),40.3,NA
1981-12,Canada,House only,38.9,NA
1981-12,Canada,Land only,40.5,NA
1981-12,"St. John's, Newfoundland and Labrador",Total (house and land),37.1,NA
1981-12,"St. John's, Newfoundland and Labrador",House only,38.5,NA
1981-12,"St. John's, Newfoundland and Labrador",Land only,31.9,NA
1981-12,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),57.2,NA
1981-12,"Saint John, Fredericton, and Moncton, New Brunswick",House only,62.7,NA
1981-12,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,39,NA
1981-12,"Québec, Quebec",Total (house and land),32,NA
1981-12,"Québec, Quebec",House only,36.8,NA
1981-12,"Québec, Quebec",Land only,21.8,NA
1981-12,"Montréal, Quebec",Total (house and land),31.5,NA
1981-12,"Montréal, Quebec",House only,33.1,NA
1981-12,"Montréal, Quebec",Land only,22.6,NA
1981-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),36.3,NA
1981-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,35.2,NA
1981-12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,41.3,NA
1981-12,"Toronto, Ontario",Total (house and land),32.5,NA
1981-12,"Toronto, Ontario",House only,28.1,NA
1981-12,"Toronto, Ontario",Land only,40.1,NA
1981-12,"Hamilton, Ontario",Total (house and land),32.7,NA
1981-12,"Hamilton, Ontario",House only,26.7,NA
1981-12,"Hamilton, Ontario",Land only,50.2,NA
1981-12,"St. Catharines-Niagara, Ontario",Total (house and land),31.2,NA
1981-12,"St. Catharines-Niagara, Ontario",House only,29.2,NA
1981-12,"St. Catharines-Niagara, Ontario",Land only,35.6,NA
1981-12,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),35.4,NA
1981-12,"Kitchener-Cambridge-Waterloo, Ontario",House only,32,NA
1981-12,"Kitchener-Cambridge-Waterloo, Ontario",Land only,44,NA
1981-12,"London, Ontario",Total (house and land),34.2,NA
1981-12,"London, Ontario",House only,29.7,NA
1981-12,"London, Ontario",Land only,52,NA
1981-12,"Windsor, Ontario",Total (house and land),58.3,NA
1981-12,"Windsor, Ontario",House only,60.8,NA
1981-12,"Windsor, Ontario",Land only,47.5,NA
1981-12,"Greater Sudbury, Ontario",Total (house and land),58.2,NA
1981-12,"Greater Sudbury, Ontario",House only,58.6,NA
1981-12,"Greater Sudbury, Ontario",Land only,54.1,NA
1981-12,"Winnipeg, Manitoba",Total (house and land),29.4,NA
1981-12,"Winnipeg, Manitoba",House only,33.6,NA
1981-12,"Winnipeg, Manitoba",Land only,19,NA
1981-12,"Regina, Saskatchewan",Total (house and land),22.5,NA
1981-12,"Regina, Saskatchewan",House only,23.3,NA
1981-12,"Regina, Saskatchewan",Land only,19.6,NA
1981-12,"Saskatoon, Saskatchewan",Total (house and land),36,NA
1981-12,"Saskatoon, Saskatchewan",House only,39.3,NA
1981-12,"Saskatoon, Saskatchewan",Land only,27.8,NA
1981-12,"Calgary, Alberta",Total (house and land),27.6,NA
1981-12,"Calgary, Alberta",House only,31.1,NA
1981-12,"Calgary, Alberta",Land only,20.3,NA
1981-12,"Edmonton, Alberta",Total (house and land),37.7,NA
1981-12,"Edmonton, Alberta",House only,39.1,NA
1981-12,"Edmonton, Alberta",Land only,33.3,NA
1981-12,"Vancouver, British Columbia",Total (house and land),77.8,NA
1981-12,"Vancouver, British Columbia",House only,80.2,NA
1981-12,"Vancouver, British Columbia",Land only,74,NA
1981-12,"Victoria, British Columbia",Total (house and land),126,NA
1981-12,"Victoria, British Columbia",House only,204.2,NA
1981-12,"Victoria, British Columbia",Land only,49,NA
1982-01,Canada,Total (house and land),40.3,NA
1982-01,Canada,House only,39.1,NA
1982-01,Canada,Land only,40.5,NA
1982-01,"St. John's, Newfoundland and Labrador",Total (house and land),36.6,NA
1982-01,"St. John's, Newfoundland and Labrador",House only,38,NA
1982-01,"St. John's, Newfoundland and Labrador",Land only,31.9,NA
1982-01,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),57.2,NA
1982-01,"Saint John, Fredericton, and Moncton, New Brunswick",House only,62.7,NA
1982-01,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,39,NA
1982-01,"Québec, Quebec",Total (house and land),32.4,NA
1982-01,"Québec, Quebec",House only,37.3,NA
1982-01,"Québec, Quebec",Land only,21.8,NA
1982-01,"Montréal, Quebec",Total (house and land),32,NA
1982-01,"Montréal, Quebec",House only,33.6,NA
1982-01,"Montréal, Quebec",Land only,22.6,NA
1982-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),36.9,NA
1982-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,36,NA
1982-01,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,41.3,NA
1982-01,"Toronto, Ontario",Total (house and land),32.7,NA
1982-01,"Toronto, Ontario",House only,28.2,NA
1982-01,"Toronto, Ontario",Land only,40.1,NA
1982-01,"Hamilton, Ontario",Total (house and land),32.7,NA
1982-01,"Hamilton, Ontario",House only,26.7,NA
1982-01,"Hamilton, Ontario",Land only,50.2,NA
1982-01,"St. Catharines-Niagara, Ontario",Total (house and land),31.2,NA
1982-01,"St. Catharines-Niagara, Ontario",House only,29.2,NA
1982-01,"St. Catharines-Niagara, Ontario",Land only,35.6,NA
1982-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),35.4,NA
1982-01,"Kitchener-Cambridge-Waterloo, Ontario",House only,32,NA
1982-01,"Kitchener-Cambridge-Waterloo, Ontario",Land only,44,NA
1982-01,"London, Ontario",Total (house and land),34.2,NA
1982-01,"London, Ontario",House only,29.7,NA
1982-01,"London, Ontario",Land only,52,NA
1982-01,"Windsor, Ontario",Total (house and land),58.3,NA
1982-01,"Windsor, Ontario",House only,60.8,NA
1982-01,"Windsor, Ontario",Land only,47.5,NA
1982-01,"Greater Sudbury, Ontario",Total (house and land),58.2,NA
1982-01,"Greater Sudbury, Ontario",House only,58.6,NA
1982-01,"Greater Sudbury, Ontario",Land only,54.1,NA
1982-01,"Winnipeg, Manitoba",Total (house and land),29.4,NA
1982-01,"Winnipeg, Manitoba",House only,33.6,NA
1982-01,"Winnipeg, Manitoba",Land only,19,NA
1982-01,"Regina, Saskatchewan",Total (house and land),22.5,NA
1982-01,"Regina, Saskatchewan",House only,23.3,NA
1982-01,"Regina, Saskatchewan",Land only,19.6,NA
1982-01,"Saskatoon, Saskatchewan",Total (house and land),35.3,NA
1982-01,"Saskatoon, Saskatchewan",House only,38,NA
1982-01,"Saskatoon, Saskatchewan",Land only,28.2,NA
1982-01,"Calgary, Alberta",Total (house and land),27.7,NA
1982-01,"Calgary, Alberta",House only,31.3,NA
1982-01,"Calgary, Alberta",Land only,20.3,NA
1982-01,"Edmonton, Alberta",Total (house and land),37.9,NA
1982-01,"Edmonton, Alberta",House only,39.3,NA
1982-01,"Edmonton, Alberta",Land only,33.3,NA
1982-01,"Vancouver, British Columbia",Total (house and land),77.5,NA
1982-01,"Vancouver, British Columbia",House only,79.6,NA
1982-01,"Vancouver, British Columbia",Land only,74,NA
1982-01,"Victoria, British Columbia",Total (house and land),126,NA
1982-01,"Victoria, British Columbia",House only,204.2,NA
1982-01,"Victoria, British Columbia",Land only,49,NA
1982-02,Canada,Total (house and land),40.3,NA
1982-02,Canada,House only,38.9,NA
1982-02,Canada,Land only,40.6,NA
1982-02,"St. John's, Newfoundland and Labrador",Total (house and land),36.6,NA
1982-02,"St. John's, Newfoundland and Labrador",House only,38,NA
1982-02,"St. John's, Newfoundland and Labrador",Land only,31.9,NA
1982-02,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),56.7,NA
1982-02,"Saint John, Fredericton, and Moncton, New Brunswick",House only,62.2,NA
