REF_DATE,GEO,North American Product Classification System (NAPCS),VALUE,STATUS,Classification Code for North American Product Classification System (NAPCS)
1982-01,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",24.7,NA,[15511]
1982-01,Canada,Waste and scrap of iron and steel [15611],61.9,NA,[15611]
1982-01,Canada,Waste and scrap of non-ferrous metals [15612],23.7,NA,[15612]
1982-02,Canada,"Total, Raw materials price indexes (RMPI)",44.7,NA,NA
1982-02,Canada,Crude energy products [M51],41.8,NA,[M51]
1982-02,Canada,Conventional crude oil [14111],43.5,NA,[14111]
1982-02,Canada,Natural gas [142],99.4,NA,[142]
1982-02,Canada,Hard coal [14411],69.3,NA,[14411]
1982-02,Canada,"Total, excluding crude energy products",45.1,NA,NA
1982-02,Canada,Crop products [M11],53.4,NA,[M11]
1982-02,Canada,Wheat [112],60.6,NA,[112]
1982-02,Canada,Canola (including rapeseed) [113],61.3,NA,[113]
1982-02,Canada,Fresh potatoes [11421],26.8,NA,[11421]
1982-02,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],72.6,NA,[11422]
1982-02,Canada,Animals and animal products [M21],53.9,NA,[M21]
1982-02,Canada,Cattle and calves [11111],52.7,NA,[11111]
1982-02,Canada,Hogs [11112],92.9,NA,[11112]
1982-02,Canada,Poultry [11113],67.6,NA,[11113]
1982-02,Canada,Eggs in shell [11611],47.8,NA,[11611]
1982-02,Canada,Unprocessed milk [11612],38.3,NA,[11612]
1982-02,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",45.5,NA,[121]
1982-02,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",45.5,NA,[12111]
1982-02,Canada,Non-metallic minerals [M31],40.4,NA,[M31]
1982-02,Canada,Stone [16211],35,NA,[16211]
1982-02,Canada,Logs and bolts [13111],33.8,NA,[13111]
1982-02,Canada,Pulpwood [13112],101.2,NA,[13112]
1982-02,Canada,Natural rubber [282M],46.7,NA,[282M]
1982-02,Canada,Iron ores and concentrates [151],45,NA,[151]
1982-02,Canada,Copper ores and concentrates [152],30,NA,[152]
1982-02,Canada,Nickel ores and concentrates [153],42.8,NA,[153]
1982-02,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-02,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",25.5,NA,[15511]
1982-02,Canada,Waste and scrap of iron and steel [15611],63.1,NA,[15611]
1982-02,Canada,Waste and scrap of non-ferrous metals [15612],24.6,NA,[15612]
1982-03,Canada,"Total, Raw materials price indexes (RMPI)",44.7,NA,NA
1982-03,Canada,Crude energy products [M51],42.3,NA,[M51]
1982-03,Canada,Conventional crude oil [14111],43.6,NA,[14111]
1982-03,Canada,Natural gas [142],108.5,NA,[142]
1982-03,Canada,Hard coal [14411],72,NA,[14411]
1982-03,Canada,"Total, excluding crude energy products",44.8,NA,NA
1982-03,Canada,Crop products [M11],51.8,NA,[M11]
1982-03,Canada,Wheat [112],59.6,NA,[112]
1982-03,Canada,Canola (including rapeseed) [113],60.4,NA,[113]
1982-03,Canada,Fresh potatoes [11421],25.8,NA,[11421]
1982-03,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],69.4,NA,[11422]
1982-03,Canada,Animals and animal products [M21],54.6,NA,[M21]
1982-03,Canada,Cattle and calves [11111],53.5,NA,[11111]
1982-03,Canada,Hogs [11112],98.1,NA,[11112]
1982-03,Canada,Poultry [11113],67.4,NA,[11113]
1982-03,Canada,Eggs in shell [11611],47.5,NA,[11611]
1982-03,Canada,Unprocessed milk [11612],38.3,NA,[11612]
1982-03,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",44.3,NA,[121]
1982-03,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",44.3,NA,[12111]
1982-03,Canada,Non-metallic minerals [M31],40.7,NA,[M31]
1982-03,Canada,Stone [16211],35.2,NA,[16211]
1982-03,Canada,Logs and bolts [13111],34,NA,[13111]
1982-03,Canada,Pulpwood [13112],101.4,NA,[13112]
1982-03,Canada,Natural rubber [282M],48.6,NA,[282M]
1982-03,Canada,Iron ores and concentrates [151],46.6,NA,[151]
1982-03,Canada,Copper ores and concentrates [152],28.8,NA,[152]
1982-03,Canada,Nickel ores and concentrates [153],43.2,NA,[153]
1982-03,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-03,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",21.4,NA,[15511]
1982-03,Canada,Waste and scrap of iron and steel [15611],61.1,NA,[15611]
1982-03,Canada,Waste and scrap of non-ferrous metals [15612],23,NA,[15612]
1982-04,Canada,"Total, Raw materials price indexes (RMPI)",45,NA,NA
1982-04,Canada,Crude energy products [M51],42.2,NA,[M51]
1982-04,Canada,Conventional crude oil [14111],43.5,NA,[14111]
1982-04,Canada,Natural gas [142],108.5,NA,[142]
1982-04,Canada,Hard coal [14411],72.6,NA,[14411]
1982-04,Canada,"Total, excluding crude energy products",45.3,NA,NA
1982-04,Canada,Crop products [M11],50.8,NA,[M11]
1982-04,Canada,Wheat [112],56.3,NA,[112]
1982-04,Canada,Canola (including rapeseed) [113],60.6,NA,[113]
1982-04,Canada,Fresh potatoes [11421],23.3,NA,[11421]
1982-04,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],61.5,NA,[11422]
1982-04,Canada,Animals and animal products [M21],56.5,NA,[M21]
1982-04,Canada,Cattle and calves [11111],58.3,NA,[11111]
1982-04,Canada,Hogs [11112],104.9,NA,[11112]
1982-04,Canada,Poultry [11113],64.6,NA,[11113]
1982-04,Canada,Eggs in shell [11611],47.6,NA,[11611]
1982-04,Canada,Unprocessed milk [11612],38.3,NA,[11612]
1982-04,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",44.3,NA,[121]
1982-04,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",44.3,NA,[12111]
1982-04,Canada,Non-metallic minerals [M31],40.9,NA,[M31]
1982-04,Canada,Stone [16211],36,NA,[16211]
1982-04,Canada,Logs and bolts [13111],33.8,NA,[13111]
1982-04,Canada,Pulpwood [13112],103.5,NA,[13112]
1982-04,Canada,Natural rubber [282M],48,NA,[282M]
1982-04,Canada,Iron ores and concentrates [151],46.6,NA,[151]
1982-04,Canada,Copper ores and concentrates [152],29.8,NA,[152]
1982-04,Canada,Nickel ores and concentrates [153],43.3,NA,[153]
1982-04,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-04,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",24.2,NA,[15511]
1982-04,Canada,Waste and scrap of iron and steel [15611],59,NA,[15611]
1982-04,Canada,Waste and scrap of non-ferrous metals [15612],23.1,NA,[15612]
1982-05,Canada,"Total, Raw materials price indexes (RMPI)",45.6,NA,NA
1982-05,Canada,Crude energy products [M51],42.4,NA,[M51]
1982-05,Canada,Conventional crude oil [14111],43.6,NA,[14111]
1982-05,Canada,Natural gas [142],108.5,NA,[142]
1982-05,Canada,Hard coal [14411],73.9,NA,[14411]
1982-05,Canada,"Total, excluding crude energy products",46.3,NA,NA
1982-05,Canada,Crop products [M11],51.2,NA,[M11]
1982-05,Canada,Wheat [112],56.3,NA,[112]
1982-05,Canada,Canola (including rapeseed) [113],61.6,NA,[113]
1982-05,Canada,Fresh potatoes [11421],27.5,NA,[11421]
1982-05,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],64.8,NA,[11422]
1982-05,Canada,Animals and animal products [M21],59.6,NA,[M21]
1982-05,Canada,Cattle and calves [11111],63.8,NA,[11111]
1982-05,Canada,Hogs [11112],121.2,NA,[11112]
1982-05,Canada,Poultry [11113],64.8,NA,[11113]
1982-05,Canada,Eggs in shell [11611],47.3,NA,[11611]
1982-05,Canada,Unprocessed milk [11612],38.3,NA,[11612]
1982-05,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",42.3,NA,[121]
1982-05,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",42.3,NA,[12111]
1982-05,Canada,Non-metallic minerals [M31],41.1,NA,[M31]
1982-05,Canada,Stone [16211],36.4,NA,[16211]
1982-05,Canada,Logs and bolts [13111],33.6,NA,[13111]
1982-05,Canada,Pulpwood [13112],104.1,NA,[13112]
1982-05,Canada,Natural rubber [282M],49.7,NA,[282M]
1982-05,Canada,Iron ores and concentrates [151],47,NA,[151]
1982-05,Canada,Copper ores and concentrates [152],30.4,NA,[152]
1982-05,Canada,Nickel ores and concentrates [153],43.8,NA,[153]
1982-05,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-05,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",22.7,NA,[15511]
1982-05,Canada,Waste and scrap of iron and steel [15611],55.8,NA,[15611]
1982-05,Canada,Waste and scrap of non-ferrous metals [15612],22.5,NA,[15612]
1982-06,Canada,"Total, Raw materials price indexes (RMPI)",45.4,NA,NA
1982-06,Canada,Crude energy products [M51],42.5,NA,[M51]
1982-06,Canada,Conventional crude oil [14111],43.6,NA,[14111]
1982-06,Canada,Natural gas [142],108.5,NA,[142]
1982-06,Canada,Hard coal [14411],75.3,NA,[14411]
1982-06,Canada,"Total, excluding crude energy products",45.9,NA,NA
1982-06,Canada,Crop products [M11],51.4,NA,[M11]
1982-06,Canada,Wheat [112],55.8,NA,[112]
1982-06,Canada,Canola (including rapeseed) [113],60.8,NA,[113]
1982-06,Canada,Fresh potatoes [11421],30.5,NA,[11421]
1982-06,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],69.5,NA,[11422]
1982-06,Canada,Animals and animal products [M21],60,NA,[M21]
1982-06,Canada,Cattle and calves [11111],63.2,NA,[11111]
1982-06,Canada,Hogs [11112],126.3,NA,[11112]
1982-06,Canada,Poultry [11113],65.4,NA,[11113]
1982-06,Canada,Eggs in shell [11611],48,NA,[11611]
1982-06,Canada,Unprocessed milk [11612],38.3,NA,[11612]
1982-06,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",42.3,NA,[121]
1982-06,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",42.3,NA,[12111]
1982-06,Canada,Non-metallic minerals [M31],41.5,NA,[M31]
1982-06,Canada,Stone [16211],36,NA,[16211]
1982-06,Canada,Logs and bolts [13111],33.1,NA,[13111]
1982-06,Canada,Pulpwood [13112],102.3,NA,[13112]
1982-06,Canada,Natural rubber [282M],50.5,NA,[282M]
1982-06,Canada,Iron ores and concentrates [151],48.2,NA,[151]
1982-06,Canada,Copper ores and concentrates [152],27.1,NA,[152]
1982-06,Canada,Nickel ores and concentrates [153],44.7,NA,[153]
1982-06,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-06,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",21.5,NA,[15511]
1982-06,Canada,Waste and scrap of iron and steel [15611],52.7,NA,[15611]
1982-06,Canada,Waste and scrap of non-ferrous metals [15612],21.2,NA,[15612]
1982-07,Canada,"Total, Raw materials price indexes (RMPI)",46.5,NA,NA
1982-07,Canada,Crude energy products [M51],45,NA,[M51]
1982-07,Canada,Conventional crude oil [14111],46.6,NA,[14111]
1982-07,Canada,Natural gas [142],110,NA,[142]
1982-07,Canada,Hard coal [14411],75.3,NA,[14411]
1982-07,Canada,"Total, excluding crude energy products",45.6,NA,NA
1982-07,Canada,Crop products [M11],51.2,NA,[M11]
1982-07,Canada,Wheat [112],56,NA,[112]
1982-07,Canada,Canola (including rapeseed) [113],59.6,NA,[113]
1982-07,Canada,Fresh potatoes [11421],32.5,NA,[11421]
1982-07,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],59.9,NA,[11422]
1982-07,Canada,Animals and animal products [M21],58.2,NA,[M21]
1982-07,Canada,Cattle and calves [11111],59.4,NA,[11111]
1982-07,Canada,Hogs [11112],123.9,NA,[11112]
1982-07,Canada,Poultry [11113],66,NA,[11113]
1982-07,Canada,Eggs in shell [11611],48.8,NA,[11611]
1982-07,Canada,Unprocessed milk [11612],38.3,NA,[11612]
1982-07,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",39.8,NA,[121]
1982-07,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",39.8,NA,[12111]
1982-07,Canada,Non-metallic minerals [M31],41.5,NA,[M31]
1982-07,Canada,Stone [16211],36.4,NA,[16211]
1982-07,Canada,Logs and bolts [13111],32.2,NA,[13111]
1982-07,Canada,Pulpwood [13112],101.7,NA,[13112]
1982-07,Canada,Natural rubber [282M],49.9,NA,[282M]
1982-07,Canada,Iron ores and concentrates [151],47.9,NA,[151]
1982-07,Canada,Copper ores and concentrates [152],28.3,NA,[152]
1982-07,Canada,Nickel ores and concentrates [153],45,NA,[153]
1982-07,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-07,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",23.8,NA,[15511]
1982-07,Canada,Waste and scrap of iron and steel [15611],52.7,NA,[15611]
1982-07,Canada,Waste and scrap of non-ferrous metals [15612],21.9,NA,[15612]
1982-08,Canada,"Total, Raw materials price indexes (RMPI)",46.2,NA,NA
1982-08,Canada,Crude energy products [M51],45,NA,[M51]
1982-08,Canada,Conventional crude oil [14111],46.5,NA,[14111]
1982-08,Canada,Natural gas [142],112.8,NA,[142]
1982-08,Canada,Hard coal [14411],74.8,NA,[14411]
1982-08,Canada,"Total, excluding crude energy products",45,NA,NA
1982-08,Canada,Crop products [M11],48.1,NA,[M11]
1982-08,Canada,Wheat [112],56.1,NA,[112]
1982-08,Canada,Canola (including rapeseed) [113],53.7,NA,[113]
1982-08,Canada,Fresh potatoes [11421],32.5,NA,[11421]
1982-08,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],53.6,NA,[11422]
1982-08,Canada,Animals and animal products [M21],58.5,NA,[M21]
1982-08,Canada,Cattle and calves [11111],56.4,NA,[11111]
1982-08,Canada,Hogs [11112],127.8,NA,[11112]
1982-08,Canada,Poultry [11113],67.1,NA,[11113]
1982-08,Canada,Eggs in shell [11611],49.2,NA,[11611]
1982-08,Canada,Unprocessed milk [11612],39.8,NA,[11612]
1982-08,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",41.3,NA,[121]
1982-08,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",41.3,NA,[12111]
1982-08,Canada,Non-metallic minerals [M31],41.3,NA,[M31]
1982-08,Canada,Stone [16211],36.2,NA,[16211]
1982-08,Canada,Logs and bolts [13111],32.1,NA,[13111]
1982-08,Canada,Pulpwood [13112],101.2,NA,[13112]
1982-08,Canada,Natural rubber [282M],48.5,NA,[282M]
1982-08,Canada,Iron ores and concentrates [151],48.5,NA,[151]
1982-08,Canada,Copper ores and concentrates [152],27.2,NA,[152]
1982-08,Canada,Nickel ores and concentrates [153],44.7,NA,[153]
1982-08,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-08,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",23,NA,[15511]
1982-08,Canada,Waste and scrap of iron and steel [15611],53.9,NA,[15611]
1982-08,Canada,Waste and scrap of non-ferrous metals [15612],21.9,NA,[15612]
1982-09,Canada,"Total, Raw materials price indexes (RMPI)",46.4,NA,NA
1982-09,Canada,Crude energy products [M51],45.2,NA,[M51]
1982-09,Canada,Conventional crude oil [14111],46.5,NA,[14111]
1982-09,Canada,Natural gas [142],119.4,NA,[142]
1982-09,Canada,Hard coal [14411],74.4,NA,[14411]
1982-09,Canada,"Total, excluding crude energy products",45.1,NA,NA
1982-09,Canada,Crop products [M11],46.8,NA,[M11]
1982-09,Canada,Wheat [112],55.5,NA,[112]
1982-09,Canada,Canola (including rapeseed) [113],58.9,NA,[113]
1982-09,Canada,Fresh potatoes [11421],32.5,NA,[11421]
1982-09,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],47.8,NA,[11422]
1982-09,Canada,Animals and animal products [M21],58.4,NA,[M21]
1982-09,Canada,Cattle and calves [11111],55.3,NA,[11111]
1982-09,Canada,Hogs [11112],128.3,NA,[11112]
1982-09,Canada,Poultry [11113],67.3,NA,[11113]
1982-09,Canada,Eggs in shell [11611],49.4,NA,[11611]
1982-09,Canada,Unprocessed milk [11612],39.8,NA,[11612]
1982-09,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",42.7,NA,[121]
1982-09,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",42.7,NA,[12111]
1982-09,Canada,Non-metallic minerals [M31],41.5,NA,[M31]
1982-09,Canada,Stone [16211],36.1,NA,[16211]
1982-09,Canada,Logs and bolts [13111],31.7,NA,[13111]
1982-09,Canada,Pulpwood [13112],104,NA,[13112]
1982-09,Canada,Natural rubber [282M],47.4,NA,[282M]
1982-09,Canada,Iron ores and concentrates [151],48,NA,[151]
1982-09,Canada,Copper ores and concentrates [152],27.8,NA,[152]
1982-09,Canada,Nickel ores and concentrates [153],41.8,NA,[153]
1982-09,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-09,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",29.3,NA,[15511]
1982-09,Canada,Waste and scrap of iron and steel [15611],54.3,NA,[15611]
1982-09,Canada,Waste and scrap of non-ferrous metals [15612],23.1,NA,[15612]
1982-10,Canada,"Total, Raw materials price indexes (RMPI)",45.9,NA,NA
1982-10,Canada,Crude energy products [M51],45.2,NA,[M51]
1982-10,Canada,Conventional crude oil [14111],46.6,NA,[14111]
1982-10,Canada,Natural gas [142],119.4,NA,[142]
1982-10,Canada,Hard coal [14411],74.2,NA,[14411]
1982-10,Canada,"Total, excluding crude energy products",44.1,NA,NA
1982-10,Canada,Crop products [M11],45.5,NA,[M11]
1982-10,Canada,Wheat [112],52.5,NA,[112]
1982-10,Canada,Canola (including rapeseed) [113],56.6,NA,[113]
1982-10,Canada,Fresh potatoes [11421],21.8,NA,[11421]
1982-10,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],48.5,NA,[11422]
1982-10,Canada,Animals and animal products [M21],56.3,NA,[M21]
1982-10,Canada,Cattle and calves [11111],52.5,NA,[11111]
1982-10,Canada,Hogs [11112],116.8,NA,[11112]
1982-10,Canada,Poultry [11113],66.1,NA,[11113]
1982-10,Canada,Eggs in shell [11611],48.8,NA,[11611]
1982-10,Canada,Unprocessed milk [11612],39.9,NA,[11612]
1982-10,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",43,NA,[121]
1982-10,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",43,NA,[12111]
1982-10,Canada,Non-metallic minerals [M31],41.4,NA,[M31]
1982-10,Canada,Stone [16211],36.5,NA,[16211]
1982-10,Canada,Logs and bolts [13111],31.6,NA,[13111]
1982-10,Canada,Pulpwood [13112],105.2,NA,[13112]
1982-10,Canada,Natural rubber [282M],46.6,NA,[282M]
1982-10,Canada,Iron ores and concentrates [151],47.9,NA,[151]
1982-10,Canada,Copper ores and concentrates [152],26.4,NA,[152]
1982-10,Canada,Nickel ores and concentrates [153],35.1,NA,[153]
1982-10,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-10,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",29.3,NA,[15511]
1982-10,Canada,Waste and scrap of iron and steel [15611],53.5,NA,[15611]
1982-10,Canada,Waste and scrap of non-ferrous metals [15612],22.7,NA,[15612]
1982-11,Canada,"Total, Raw materials price indexes (RMPI)",45.6,NA,NA
1982-11,Canada,Crude energy products [M51],45.2,NA,[M51]
1982-11,Canada,Conventional crude oil [14111],46.6,NA,[14111]
1982-11,Canada,Natural gas [142],119.4,NA,[142]
1982-11,Canada,Hard coal [14411],74.1,NA,[14411]
1982-11,Canada,"Total, excluding crude energy products",43.5,NA,NA
1982-11,Canada,Crop products [M11],46.5,NA,[M11]
1982-11,Canada,Wheat [112],53.4,NA,[112]
1982-11,Canada,Canola (including rapeseed) [113],59,NA,[113]
1982-11,Canada,Fresh potatoes [11421],19.6,NA,[11421]
1982-11,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],53.1,NA,[11422]
1982-11,Canada,Animals and animal products [M21],54.7,NA,[M21]
1982-11,Canada,Cattle and calves [11111],52.4,NA,[11111]
1982-11,Canada,Hogs [11112],102.3,NA,[11112]
1982-11,Canada,Poultry [11113],64.5,NA,[11113]
1982-11,Canada,Eggs in shell [11611],48.1,NA,[11611]
1982-11,Canada,Unprocessed milk [11612],39.9,NA,[11612]
1982-11,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",43.7,NA,[121]
1982-11,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",43.7,NA,[12111]
1982-11,Canada,Non-metallic minerals [M31],41.5,NA,[M31]
1982-11,Canada,Stone [16211],37.5,NA,[16211]
1982-11,Canada,Logs and bolts [13111],31.2,NA,[13111]
1982-11,Canada,Pulpwood [13112],102.9,NA,[13112]
1982-11,Canada,Natural rubber [282M],44.9,NA,[282M]
1982-11,Canada,Iron ores and concentrates [151],47.7,NA,[151]
1982-11,Canada,Copper ores and concentrates [152],27.8,NA,[152]
1982-11,Canada,Nickel ores and concentrates [153],32.9,NA,[153]
1982-11,Canada,Radioactive ores and concentrates [154],77.7,NA,[154]
1982-11,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",27.5,NA,[15511]
1982-11,Canada,Waste and scrap of iron and steel [15611],49.6,NA,[15611]
1982-11,Canada,Waste and scrap of non-ferrous metals [15612],21.7,NA,[15612]
1982-12,Canada,"Total, Raw materials price indexes (RMPI)",45.7,NA,NA
1982-12,Canada,Crude energy products [M51],45.3,NA,[M51]
1982-12,Canada,Conventional crude oil [14111],46.7,NA,[14111]
1982-12,Canada,Natural gas [142],119,NA,[142]
1982-12,Canada,Hard coal [14411],74.9,NA,[14411]
1982-12,Canada,"Total, excluding crude energy products",43.7,NA,NA
1982-12,Canada,Crop products [M11],46.3,NA,[M11]
1982-12,Canada,Wheat [112],54.3,NA,[112]
1982-12,Canada,Canola (including rapeseed) [113],59.4,NA,[113]
1982-12,Canada,Fresh potatoes [11421],19.4,NA,[11421]
1982-12,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],48.9,NA,[11422]
