REF_DATE,GEO,Price index,VALUE,STATUS
2018-01,British Columbia,Stabilization premiums,101.5,NA
2018-01,British Columbia,Animal production,119.3,NA
2018-01,British Columbia,Livestock purchases,137.8,NA
2018-01,British Columbia,Cattle,148.9,NA
2018-01,British Columbia,Hogs,101.1,NA
2018-01,British Columbia,Commercial feed,107,NA
2018-01,British Columbia,Prepared feed,108.3,NA
2018-01,British Columbia,Grain feed,95.4,NA
2018-04,Canada,Farm input total,114.3,NA
2018-04,Canada,Buildings,113.6,NA
2018-04,Canada,Machinery and motor vehicles,121.8,NA
2018-04,Canada,Depreciation on machinery and motor vehicles,134.2,NA
2018-04,Canada,Depreciation on machinery,143.8,NA
2018-04,Canada,Depreciation on motor vehicles,68.9,NA
2018-04,Canada,Machinery fuel,99.9,NA
2018-04,Canada,Machine repairs,121.1,NA
2018-04,Canada,General business costs,123.6,NA
2018-04,Canada,Crop production,104.3,NA
2018-04,Canada,Commercial seed and plant,123.5,NA
2018-04,Canada,Fertilizer,81.3,NA
2018-04,Canada,Nitrogen fertilizers,77.1,NA
2018-04,Canada,Other fertilizers,92.2,NA
2018-04,Canada,Pesticides,104.4,NA
2018-04,Canada,"Twine, wire and containers",107.1,NA
2018-04,Canada,Production insurance,87,NA
2018-04,Canada,Stabilization premiums,82.6,NA
2018-04,Canada,Animal production,114.6,NA
2018-04,Canada,Livestock purchases,126,NA
2018-04,Canada,Cattle,131.7,NA
2018-04,Canada,Hogs,100.3,NA
2018-04,Canada,Commercial feed,106.2,NA
2018-04,Canada,Prepared feed,110.3,NA
2018-04,Canada,Grain feed,92.1,NA
2018-04,Eastern Canada,Farm input total,112.3,NA
2018-04,Eastern Canada,Buildings,115.3,NA
2018-04,Eastern Canada,Machinery and motor vehicles,121.5,NA
2018-04,Eastern Canada,Depreciation on machinery and motor vehicles,132.7,NA
2018-04,Eastern Canada,Depreciation on machinery,143.2,NA
2018-04,Eastern Canada,Depreciation on motor vehicles,68.4,NA
2018-04,Eastern Canada,Machinery fuel,101.8,NA
2018-04,Eastern Canada,Machine repairs,120.6,NA
2018-04,Eastern Canada,General business costs,118.6,NA
2018-04,Eastern Canada,Crop production,107.3,NA
2018-04,Eastern Canada,Commercial seed and plant,112.9,NA
2018-04,Eastern Canada,Fertilizer,78.8,NA
2018-04,Eastern Canada,Nitrogen fertilizers,76.9,NA
2018-04,Eastern Canada,Production insurance,86.7,NA
2018-04,Eastern Canada,Stabilization premiums,81.4,NA
2018-04,Eastern Canada,Animal production,108.4,NA
2018-04,Eastern Canada,Livestock purchases,118.9,NA
2018-04,Eastern Canada,Cattle,130.2,NA
2018-04,Eastern Canada,Hogs,98.9,NA
2018-04,Eastern Canada,Commercial feed,99.9,NA
2018-04,Eastern Canada,Prepared feed,102.7,NA
2018-04,Eastern Canada,Grain feed,83.3,NA
2018-04,Newfoundland and Labrador,Farm input total,113.4,NA
2018-04,Newfoundland and Labrador,Buildings,104.9,NA
2018-04,Newfoundland and Labrador,Machinery and motor vehicles,116.3,NA
2018-04,Newfoundland and Labrador,Depreciation on machinery and motor vehicles,129.1,NA
2018-04,Newfoundland and Labrador,Depreciation on machinery,140.9,NA
2018-04,Newfoundland and Labrador,Depreciation on motor vehicles,69,NA
2018-04,Newfoundland and Labrador,Machinery fuel,91.9,NA
2018-04,Newfoundland and Labrador,Machine repairs,120.5,NA
2018-04,Newfoundland and Labrador,General business costs,115.3,NA
2018-04,Newfoundland and Labrador,Crop production,116.6,NA
2018-04,Newfoundland and Labrador,Commercial seed and plant,115.2,NA
2018-04,Newfoundland and Labrador,Fertilizer,89.2,NA
2018-04,Newfoundland and Labrador,Nitrogen fertilizers,99.8,NA
2018-04,Newfoundland and Labrador,Production insurance,113.3,NA
2018-04,Newfoundland and Labrador,Stabilization premiums,113.3,NA
2018-04,Newfoundland and Labrador,Animal production,113.1,NA
2018-04,Newfoundland and Labrador,Livestock purchases,119.2,NA
2018-04,Newfoundland and Labrador,Cattle,127,NA
2018-04,Newfoundland and Labrador,Hogs,100.7,NA
2018-04,Newfoundland and Labrador,Commercial feed,110.6,NA
2018-04,Newfoundland and Labrador,Prepared feed,111.7,NA
2018-04,Newfoundland and Labrador,Grain feed,86.4,NA
2018-04,Prince Edward Island,Farm input total,118.2,NA
2018-04,Prince Edward Island,Buildings,113.8,NA
2018-04,Prince Edward Island,Machinery and motor vehicles,118.9,NA
2018-04,Prince Edward Island,Depreciation on machinery and motor vehicles,137,NA
2018-04,Prince Edward Island,Depreciation on machinery,142.9,NA
2018-04,Prince Edward Island,Depreciation on motor vehicles,64.6,NA
2018-04,Prince Edward Island,Machinery fuel,92.2,NA
2018-04,Prince Edward Island,Machine repairs,122,NA
2018-04,Prince Edward Island,General business costs,119.2,NA
2018-04,Prince Edward Island,Crop production,121.5,NA
2018-04,Prince Edward Island,Commercial seed and plant,212.1,NA
2018-04,Prince Edward Island,Fertilizer,89.2,NA
2018-04,Prince Edward Island,Nitrogen fertilizers,99.8,NA
2018-04,Prince Edward Island,Production insurance,56.1,NA
2018-04,Prince Edward Island,Stabilization premiums,56.1,NA
2018-04,Prince Edward Island,Animal production,111.5,NA
2018-04,Prince Edward Island,Livestock purchases,123.2,NA
2018-04,Prince Edward Island,Cattle,127,NA
2018-04,Prince Edward Island,Hogs,98.9,NA
2018-04,Prince Edward Island,Commercial feed,104.5,NA
2018-04,Prince Edward Island,Prepared feed,108.1,NA
2018-04,Prince Edward Island,Grain feed,89,NA
2018-04,Nova Scotia,Farm input total,111.7,NA
2018-04,Nova Scotia,Buildings,109.4,NA
2018-04,Nova Scotia,Machinery and motor vehicles,114.8,NA
2018-04,Nova Scotia,Depreciation on machinery and motor vehicles,125.7,NA
2018-04,Nova Scotia,Depreciation on machinery,141.7,NA
2018-04,Nova Scotia,Depreciation on motor vehicles,67.9,NA
2018-04,Nova Scotia,Machinery fuel,92.6,NA
2018-04,Nova Scotia,Machine repairs,120.7,NA
2018-04,Nova Scotia,General business costs,112.7,NA
2018-04,Nova Scotia,Crop production,116.9,NA
2018-04,Nova Scotia,Commercial seed and plant,111.4,NA
2018-04,Nova Scotia,Fertilizer,88.9,NA
2018-04,Nova Scotia,Nitrogen fertilizers,98.8,NA
2018-04,Nova Scotia,Production insurance,113.8,NA
2018-04,Nova Scotia,Stabilization premiums,113.5,NA
2018-04,Nova Scotia,Animal production,108.8,NA
2018-04,Nova Scotia,Livestock purchases,116.2,NA
2018-04,Nova Scotia,Cattle,127,NA
2018-04,Nova Scotia,Hogs,103.2,NA
2018-04,Nova Scotia,Commercial feed,104.5,NA
2018-04,Nova Scotia,Prepared feed,106.1,NA
2018-04,Nova Scotia,Grain feed,87.6,NA
2018-04,New Brunswick,Farm input total,115.8,NA
2018-04,New Brunswick,Buildings,108.9,NA
2018-04,New Brunswick,Machinery and motor vehicles,118.1,NA
2018-04,New Brunswick,Depreciation on machinery and motor vehicles,136.3,NA
2018-04,New Brunswick,Depreciation on machinery,142.8,NA
2018-04,New Brunswick,Depreciation on motor vehicles,69.5,NA
2018-04,New Brunswick,Machinery fuel,93,NA
2018-04,New Brunswick,Machine repairs,118.6,NA
2018-04,New Brunswick,General business costs,117.2,NA
2018-04,New Brunswick,Crop production,126,NA
2018-04,New Brunswick,Commercial seed and plant,187.3,NA
2018-04,New Brunswick,Fertilizer,88.9,NA
2018-04,New Brunswick,Nitrogen fertilizers,99.1,NA
2018-04,New Brunswick,Production insurance,84.6,NA
2018-04,New Brunswick,Animal production,107.6,NA
2018-04,New Brunswick,Livestock purchases,114.8,NA
2018-04,New Brunswick,Cattle,127,NA
2018-04,New Brunswick,Hogs,103.5,NA
2018-04,New Brunswick,Commercial feed,102.6,NA
2018-04,New Brunswick,Prepared feed,104.1,NA
2018-04,New Brunswick,Grain feed,88.8,NA
2018-04,Quebec,Farm input total,110.7,NA
2018-04,Quebec,Buildings,112.2,NA
2018-04,Quebec,Machinery and motor vehicles,122.3,NA
2018-04,Quebec,Depreciation on machinery and motor vehicles,133.6,NA
2018-04,Quebec,Depreciation on machinery,142.8,NA
2018-04,Quebec,Depreciation on motor vehicles,68.4,NA
2018-04,Quebec,Machinery fuel,105.9,NA
2018-04,Quebec,Machine repairs,119.8,NA
2018-04,Quebec,General business costs,114.8,NA
2018-04,Quebec,Crop production,103.6,NA
2018-04,Quebec,Commercial seed and plant,109.7,NA
2018-04,Quebec,Fertilizer,84.6,NA
2018-04,Quebec,Nitrogen fertilizers,84.2,NA
2018-04,Quebec,Production insurance,78.5,NA
2018-04,Quebec,Stabilization premiums,78.5,NA
2018-04,Quebec,Animal production,108.3,NA
2018-04,Quebec,Livestock purchases,112.9,NA
2018-04,Quebec,Cattle,129.2,NA
2018-04,Quebec,Hogs,97.9,NA
2018-04,Quebec,Commercial feed,101.4,NA
2018-04,Quebec,Prepared feed,104.8,NA
2018-04,Quebec,Grain feed,79.4,NA
2018-04,Ontario,Farm input total,113,NA
2018-04,Ontario,Buildings,117.7,NA
2018-04,Ontario,Machinery and motor vehicles,121.5,NA
2018-04,Ontario,Depreciation on machinery and motor vehicles,132.2,NA
2018-04,Ontario,Depreciation on machinery,143.5,NA
2018-04,Ontario,Depreciation on motor vehicles,68.5,NA
2018-04,Ontario,Machinery fuel,100.7,NA
2018-04,Ontario,Machine repairs,121.3,NA
2018-04,Ontario,General business costs,121.3,NA
2018-04,Ontario,Crop production,106.9,NA
2018-04,Ontario,Commercial seed and plant,108.8,NA
2018-04,Ontario,Fertilizer,75.1,NA
2018-04,Ontario,Nitrogen fertilizers,72.9,NA
2018-04,Ontario,Production insurance,94.4,NA
2018-04,Ontario,Stabilization premiums,94.4,NA
2018-04,Ontario,Animal production,108.4,NA
2018-04,Ontario,Livestock purchases,123.4,NA
2018-04,Ontario,Cattle,130.8,NA
2018-04,Ontario,Hogs,100.6,NA
2018-04,Ontario,Commercial feed,97.3,NA
2018-04,Ontario,Prepared feed,99.6,NA
2018-04,Ontario,Grain feed,86.1,NA
2018-04,Western Canada,Farm input total,115.7,NA
2018-04,Western Canada,Buildings,111.7,NA
2018-04,Western Canada,Machinery and motor vehicles,122,NA
2018-04,Western Canada,Depreciation on machinery and motor vehicles,134.9,NA
2018-04,Western Canada,Depreciation on machinery,144.1,NA
2018-04,Western Canada,Depreciation on motor vehicles,69.1,NA
2018-04,Western Canada,Machinery fuel,99,NA
2018-04,Western Canada,Machine repairs,121.3,NA
2018-04,Western Canada,General business costs,127.2,NA
2018-04,Western Canada,Crop production,102.7,NA
2018-04,Western Canada,Commercial seed and plant,131.3,NA
2018-04,Western Canada,Fertilizer,82.1,NA
2018-04,Western Canada,Nitrogen fertilizers,77.2,NA
2018-04,Western Canada,Production insurance,87,NA
2018-04,Western Canada,Stabilization premiums,92.1,NA
2018-04,Western Canada,Animal production,120.1,NA
2018-04,Western Canada,Livestock purchases,130.2,NA
2018-04,Western Canada,Cattle,132.2,NA
2018-04,Western Canada,Hogs,104.7,NA
2018-04,Western Canada,Commercial feed,112.9,NA
2018-04,Western Canada,Prepared feed,120.1,NA
2018-04,Western Canada,Grain feed,96.6,NA
2018-04,Manitoba,Farm input total,114,NA
2018-04,Manitoba,Buildings,113.9,NA
2018-04,Manitoba,Machinery and motor vehicles,122.4,NA
2018-04,Manitoba,Depreciation on machinery and motor vehicles,136.7,NA
2018-04,Manitoba,Depreciation on machinery,144.3,NA
2018-04,Manitoba,Depreciation on motor vehicles,69.2,NA
2018-04,Manitoba,Machinery fuel,98.9,NA
2018-04,Manitoba,Machine repairs,122.3,NA
2018-04,Manitoba,General business costs,129.8,NA
2018-04,Manitoba,Crop production,100.2,NA
2018-04,Manitoba,Commercial seed and plant,127.5,NA
2018-04,Manitoba,Fertilizer,82.1,NA
2018-04,Manitoba,Nitrogen fertilizers,76.9,NA
2018-04,Manitoba,Production insurance,85.9,NA
2018-04,Manitoba,Stabilization premiums,85.9,NA
2018-04,Manitoba,Animal production,115.7,NA
2018-04,Manitoba,Livestock purchases,124.3,NA
2018-04,Manitoba,Cattle,133.2,NA
2018-04,Manitoba,Hogs,106.1,NA
2018-04,Manitoba,Commercial feed,114.3,NA
2018-04,Manitoba,Prepared feed,122.4,NA
2018-04,Manitoba,Grain feed,91.1,NA
2018-04,Saskatchewan,Farm input total,115.4,NA
2018-04,Saskatchewan,Buildings,115.1,NA
2018-04,Saskatchewan,Machinery and motor vehicles,122.3,NA
2018-04,Saskatchewan,Depreciation on machinery and motor vehicles,135.5,NA
2018-04,Saskatchewan,Depreciation on machinery,144.4,NA
2018-04,Saskatchewan,Depreciation on motor vehicles,68.4,NA
2018-04,Saskatchewan,Machinery fuel,98.9,NA
2018-04,Saskatchewan,Machine repairs,121.7,NA
2018-04,Saskatchewan,General business costs,135.4,NA
2018-04,Saskatchewan,Crop production,100.4,NA
2018-04,Saskatchewan,Commercial seed and plant,133.3,NA
2018-04,Saskatchewan,Fertilizer,81.8,NA
2018-04,Saskatchewan,Nitrogen fertilizers,76.3,NA
2018-04,Saskatchewan,Production insurance,82,NA
2018-04,Saskatchewan,Stabilization premiums,82,NA
2018-04,Saskatchewan,Animal production,122.3,NA
2018-04,Saskatchewan,Livestock purchases,131.4,NA
2018-04,Saskatchewan,Cattle,133.1,NA
2018-04,Saskatchewan,Hogs,103.4,NA
2018-04,Saskatchewan,Commercial feed,119.1,NA
2018-04,Saskatchewan,Prepared feed,135.1,NA
2018-04,Saskatchewan,Grain feed,91.9,NA
2018-04,Alberta,Farm input total,115.9,NA
2018-04,Alberta,Buildings,105.9,NA
2018-04,Alberta,Machinery and motor vehicles,121.7,NA
2018-04,Alberta,Depreciation on machinery and motor vehicles,134,NA
2018-04,Alberta,Depreciation on machinery,143.9,NA
2018-04,Alberta,Depreciation on motor vehicles,69.6,NA
2018-04,Alberta,Machinery fuel,98.9,NA
2018-04,Alberta,Machine repairs,120.4,NA
2018-04,Alberta,General business costs,122.8,NA
2018-04,Alberta,Crop production,101.5,NA
2018-04,Alberta,Commercial seed and plant,134.5,NA
2018-04,Alberta,Fertilizer,82.4,NA
2018-04,Alberta,Nitrogen fertilizers,78.3,NA
2018-04,Alberta,Production insurance,93.2,NA
2018-04,Alberta,Stabilization premiums,93.2,NA
2018-04,Alberta,Animal production,120.8,NA
2018-04,Alberta,Livestock purchases,130.9,NA
2018-04,Alberta,Cattle,131.7,NA
2018-04,Alberta,Hogs,102.1,NA
2018-04,Alberta,Commercial feed,110.8,NA
2018-04,Alberta,Prepared feed,116.9,NA
2018-04,Alberta,Grain feed,99.5,NA
2018-04,British Columbia,Farm input total,118.9,NA
2018-04,British Columbia,Buildings,117.2,NA
2018-04,British Columbia,Machinery and motor vehicles,120.7,NA
2018-04,British Columbia,Depreciation on machinery and motor vehicles,132.3,NA
2018-04,British Columbia,Depreciation on machinery,142.1,NA
2018-04,British Columbia,Depreciation on motor vehicles,70.4,NA
2018-04,British Columbia,Machinery fuel,99.9,NA
2018-04,British Columbia,Machine repairs,122,NA
2018-04,British Columbia,General business costs,107.6,NA
2018-04,British Columbia,Crop production,124.2,NA
2018-04,British Columbia,Commercial seed and plant,118.4,NA
2018-04,British Columbia,Fertilizer,81.8,NA
2018-04,British Columbia,Nitrogen fertilizers,78.8,NA
2018-04,British Columbia,Production insurance,101.5,NA
2018-04,British Columbia,Stabilization premiums,101.5,NA
2018-04,British Columbia,Animal production,119.7,NA
2018-04,British Columbia,Livestock purchases,129.6,NA
2018-04,British Columbia,Cattle,135.1,NA
2018-04,British Columbia,Hogs,98.4,NA
2018-04,British Columbia,Commercial feed,112.1,NA
2018-04,British Columbia,Prepared feed,113.5,NA
2018-04,British Columbia,Grain feed,98.4,NA
2018-07,Canada,Farm input total,115.4,NA
2018-07,Canada,Buildings,114.2,NA
2018-07,Canada,Machinery and motor vehicles,122.5,NA
2018-07,Canada,Depreciation on machinery and motor vehicles,135.4,NA
2018-07,Canada,Depreciation on machinery,145.5,NA
2018-07,Canada,Depreciation on motor vehicles,66.6,NA
2018-07,Canada,Machinery fuel,99.4,NA
2018-07,Canada,Machine repairs,121.8,NA
2018-07,Canada,General business costs,124.9,NA
2018-07,Canada,Crop production,103.8,NA
2018-07,Canada,Commercial seed and plant,122.8,NA
2018-07,Canada,Fertilizer,83,NA
2018-07,Canada,Nitrogen fertilizers,78.1,NA
2018-07,Canada,Other fertilizers,95.5,NA
2018-07,Canada,Pesticides,104.4,NA
2018-07,Canada,"Twine, wire and containers",108.1,NA
2018-07,Canada,Production insurance,87,NA
2018-07,Canada,Stabilization premiums,82.6,NA
2018-07,Canada,Animal production,117.2,NA
2018-07,Canada,Livestock purchases,134,NA
2018-07,Canada,Cattle,142.3,NA
2018-07,Canada,Hogs,98.9,NA
2018-07,Canada,Commercial feed,103.5,NA
2018-07,Canada,Prepared feed,106.8,NA
2018-07,Canada,Grain feed,91.9,NA
2018-07,Eastern Canada,Farm input total,112.5,NA
2018-07,Eastern Canada,Buildings,114.8,NA
2018-07,Eastern Canada,Machinery and motor vehicles,121.9,NA
2018-07,Eastern Canada,Depreciation on machinery and motor vehicles,133.7,NA
2018-07,Eastern Canada,Depreciation on machinery,144.7,NA
2018-07,Eastern Canada,Depreciation on motor vehicles,66.1,NA
2018-07,Eastern Canada,Machinery fuel,101,NA
2018-07,Eastern Canada,Machine repairs,121.4,NA
2018-07,Eastern Canada,General business costs,120.2,NA
2018-07,Eastern Canada,Crop production,105.9,NA
2018-07,Eastern Canada,Commercial seed and plant,111.8,NA
2018-07,Eastern Canada,Fertilizer,85.9,NA
2018-07,Eastern Canada,Nitrogen fertilizers,81.1,NA
2018-07,Eastern Canada,Production insurance,86.7,NA
2018-07,Eastern Canada,Stabilization premiums,81.4,NA
2018-07,Eastern Canada,Animal production,109.2,NA
2018-07,Eastern Canada,Livestock purchases,123.8,NA
2018-07,Eastern Canada,Cattle,138.9,NA
2018-07,Eastern Canada,Hogs,99,NA
2018-07,Eastern Canada,Commercial feed,95.3,NA
2018-07,Eastern Canada,Prepared feed,97.4,NA
2018-07,Eastern Canada,Grain feed,82.7,NA
2018-07,Newfoundland and Labrador,Farm input total,116.2,NA
2018-07,Newfoundland and Labrador,Buildings,106.9,NA
2018-07,Newfoundland and Labrador,Machinery and motor vehicles,116.8,NA
2018-07,Newfoundland and Labrador,Depreciation on machinery and motor vehicles,130.1,NA
2018-07,Newfoundland and Labrador,Depreciation on machinery,142.6,NA
2018-07,Newfoundland and Labrador,Depreciation on motor vehicles,66.7,NA
2018-07,Newfoundland and Labrador,Machinery fuel,91.5,NA
2018-07,Newfoundland and Labrador,Machine repairs,121.3,NA
2018-07,Newfoundland and Labrador,General business costs,118.1,NA
2018-07,Newfoundland and Labrador,Crop production,112.3,NA
2018-07,Newfoundland and Labrador,Commercial seed and plant,112.3,NA
2018-07,Newfoundland and Labrador,Fertilizer,96.1,NA
2018-07,Newfoundland and Labrador,Nitrogen fertilizers,97.6,NA
2018-07,Newfoundland and Labrador,Production insurance,113.3,NA
2018-07,Newfoundland and Labrador,Stabilization premiums,113.3,NA
2018-07,Newfoundland and Labrador,Animal production,118,NA
2018-07,Newfoundland and Labrador,Livestock purchases,129.3,NA
2018-07,Newfoundland and Labrador,Cattle,144.8,NA
2018-07,Newfoundland and Labrador,Hogs,102.4,NA
2018-07,Newfoundland and Labrador,Commercial feed,110.9,NA
2018-07,Newfoundland and Labrador,Prepared feed,112,NA
2018-07,Newfoundland and Labrador,Grain feed,85.6,NA
2018-07,Prince Edward Island,Farm input total,119.6,NA
2018-07,Prince Edward Island,Buildings,115.2,NA
2018-07,Prince Edward Island,Machinery and motor vehicles,119.5,NA
2018-07,Prince Edward Island,Depreciation on machinery and motor vehicles,138.4,NA
2018-07,Prince Edward Island,Depreciation on machinery,144.6,NA
2018-07,Prince Edward Island,Depreciation on motor vehicles,62.3,NA
2018-07,Prince Edward Island,Machinery fuel,91.7,NA
2018-07,Prince Edward Island,Machine repairs,122.7,NA
2018-07,Prince Edward Island,General business costs,122.7,NA
2018-07,Prince Edward Island,Crop production,120.4,NA
2018-07,Prince Edward Island,Commercial seed and plant,211.1,NA
2018-07,Prince Edward Island,Fertilizer,96,NA
2018-07,Prince Edward Island,Nitrogen fertilizers,97.6,NA
2018-07,Prince Edward Island,Production insurance,56.1,NA
2018-07,Prince Edward Island,Stabilization premiums,56.1,NA
2018-07,Prince Edward Island,Animal production,117.2,NA
2018-07,Prince Edward Island,Livestock purchases,137.8,NA
2018-07,Prince Edward Island,Cattle,144.1,NA
2018-07,Prince Edward Island,Hogs,100.6,NA
2018-07,Prince Edward Island,Commercial feed,102.4,NA
2018-07,Prince Edward Island,Prepared feed,105.9,NA
2018-07,Prince Edward Island,Grain feed,87.5,NA
2018-07,Nova Scotia,Farm input total,113.2,NA
2018-07,Nova Scotia,Buildings,110.5,NA
2018-07,Nova Scotia,Machinery and motor vehicles,115.2,NA
2018-07,Nova Scotia,Depreciation on machinery and motor vehicles,126.5,NA
2018-07,Nova Scotia,Depreciation on machinery,143.4,NA
2018-07,Nova Scotia,Depreciation on motor vehicles,65.6,NA
2018-07,Nova Scotia,Machinery fuel,92.2,NA
2018-07,Nova Scotia,Machine repairs,121.5,NA
2018-07,Nova Scotia,General business costs,115.7,NA
2018-07,Nova Scotia,Crop production,112.4,NA
2018-07,Nova Scotia,Commercial seed and plant,109.6,NA
2018-07,Nova Scotia,Fertilizer,95.7,NA
2018-07,Nova Scotia,Nitrogen fertilizers,96.7,NA
2018-07,Nova Scotia,Production insurance,113.8,NA
2018-07,Nova Scotia,Stabilization premiums,113.5,NA
2018-07,Nova Scotia,Animal production,112.9,NA
2018-07,Nova Scotia,Livestock purchases,123.3,NA
2018-07,Nova Scotia,Cattle,144.2,NA
2018-07,Nova Scotia,Hogs,106.6,NA
2018-07,Nova Scotia,Commercial feed,103.7,NA
2018-07,Nova Scotia,Prepared feed,105.4,NA
2018-07,Nova Scotia,Grain feed,86.1,NA
2018-07,New Brunswick,Farm input total,116.5,NA
2018-07,New Brunswick,Buildings,110,NA
2018-07,New Brunswick,Machinery and motor vehicles,118.6,NA
2018-07,New Brunswick,Depreciation on machinery and motor vehicles,137.4,NA
2018-07,New Brunswick,Depreciation on machinery,144.2,NA
2018-07,New Brunswick,Depreciation on motor vehicles,67.2,NA
2018-07,New Brunswick,Machinery fuel,92.5,NA
2018-07,New Brunswick,Machine repairs,119.3,NA
2018-07,New Brunswick,General business costs,119.9,NA
2018-07,New Brunswick,Crop production,122.5,NA
2018-07,New Brunswick,Commercial seed and plant,185.6,NA
2018-07,New Brunswick,Fertilizer,95.7,NA
2018-07,New Brunswick,Nitrogen fertilizers,97.2,NA
2018-07,New Brunswick,Production insurance,84.6,NA
2018-07,New Brunswick,Animal production,111,NA
2018-07,New Brunswick,Livestock purchases,120.8,NA
2018-07,New Brunswick,Cattle,144.1,NA
2018-07,New Brunswick,Hogs,100.1,NA
2018-07,New Brunswick,Commercial feed,101.4,NA
2018-07,New Brunswick,Prepared feed,102.9,NA
2018-07,New Brunswick,Grain feed,87.6,NA
2018-07,Quebec,Farm input total,111.4,NA
2018-07,Quebec,Buildings,113.5,NA
2018-07,Quebec,Machinery and motor vehicles,123,NA
2018-07,Quebec,Depreciation on machinery and motor vehicles,134.6,NA
2018-07,Quebec,Depreciation on machinery,144.3,NA
2018-07,Quebec,Depreciation on motor vehicles,66.2,NA
2018-07,Quebec,Machinery fuel,105.9,NA
2018-07,Quebec,Machine repairs,120.6,NA
2018-07,Quebec,General business costs,117.1,NA
2018-07,Quebec,Crop production,104.6,NA
2018-07,Quebec,Commercial seed and plant,108.8,NA
2018-07,Quebec,Fertilizer,91.9,NA
2018-07,Quebec,Nitrogen fertilizers,86.3,NA
2018-07,Quebec,Production insurance,78.5,NA
2018-07,Quebec,Stabilization premiums,78.5,NA
2018-07,Quebec,Animal production,108.3,NA
2018-07,Quebec,Livestock purchases,118.8,NA
2018-07,Quebec,Cattle,146.5,NA
2018-07,Quebec,Hogs,97.2,NA
2018-07,Quebec,Commercial feed,96.6,NA
2018-07,Quebec,Prepared feed,99.2,NA
2018-07,Quebec,Grain feed,79.7,NA
2018-07,Ontario,Farm input total,112.8,NA
2018-07,Ontario,Buildings,116,NA
2018-07,Ontario,Machinery and motor vehicles,121.9,NA
2018-07,Ontario,Depreciation on machinery and motor vehicles,133.1,NA
2018-07,Ontario,Depreciation on machinery,145,NA
2018-07,Ontario,Depreciation on motor vehicles,66.2,NA
2018-07,Ontario,Machinery fuel,99.3,NA
2018-07,Ontario,Machine repairs,122,NA
2018-07,Ontario,General business costs,122.3,NA
2018-07,Ontario,Crop production,104.7,NA
2018-07,Ontario,Commercial seed and plant,107.7,NA
2018-07,Ontario,Fertilizer,82.1,NA
2018-07,Ontario,Nitrogen fertilizers,78.2,NA
2018-07,Ontario,Production insurance,94.4,NA
2018-07,Ontario,Stabilization premiums,94.4,NA
2018-07,Ontario,Animal production,109.5,NA
2018-07,Ontario,Livestock purchases,127.3,NA
2018-07,Ontario,Cattle,135.8,NA
2018-07,Ontario,Hogs,102.2,NA
2018-07,Ontario,Commercial feed,92.3,NA
2018-07,Ontario,Prepared feed,93.8,NA
2018-07,Ontario,Grain feed,84.8,NA
2018-07,Western Canada,Farm input total,117.3,NA
2018-07,Western Canada,Buildings,113.6,NA
2018-07,Western Canada,Machinery and motor vehicles,122.7,NA
2018-07,Western Canada,Depreciation on machinery and motor vehicles,136.2,NA
2018-07,Western Canada,Depreciation on machinery,145.8,NA
2018-07,Western Canada,Depreciation on motor vehicles,66.8,NA
2018-07,Western Canada,Machinery fuel,98.7,NA
2018-07,Western Canada,Machine repairs,122.1,NA
2018-07,Western Canada,General business costs,128.3,NA
2018-07,Western Canada,Crop production,102.7,NA
2018-07,Western Canada,Commercial seed and plant,131,NA
2018-07,Western Canada,Fertilizer,82.2,NA
2018-07,Western Canada,Nitrogen fertilizers,77.4,NA
2018-07,Western Canada,Production insurance,87,NA
2018-07,Western Canada,Stabilization premiums,92.1,NA
2018-07,Western Canada,Animal production,124.2,NA
2018-07,Western Canada,Livestock purchases,140,NA
2018-07,Western Canada,Cattle,143.6,NA
2018-07,Western Canada,Hogs,98.4,NA
2018-07,Western Canada,Commercial feed,112.1,NA
2018-07,Western Canada,Prepared feed,118.8,NA
2018-07,Western Canada,Grain feed,96.6,NA
2018-07,Manitoba,Farm input total,115.4,NA
2018-07,Manitoba,Buildings,115.5,NA
2018-07,Manitoba,Machinery and motor vehicles,123.1,NA
2018-07,Manitoba,Depreciation on machinery and motor vehicles,137.9,NA
2018-07,Manitoba,Depreciation on machinery,145.9,NA
2018-07,Manitoba,Depreciation on motor vehicles,66.9,NA
2018-07,Manitoba,Machinery fuel,98.7,NA
2018-07,Manitoba,Machine repairs,123.1,NA
2018-07,Manitoba,General business costs,131.3,NA
2018-07,Manitoba,Crop production,100.8,NA
2018-07,Manitoba,Commercial seed and plant,127.4,NA
2018-07,Manitoba,Fertilizer,82.1,NA
2018-07,Manitoba,Nitrogen fertilizers,77.1,NA
2018-07,Manitoba,Production insurance,85.9,NA
2018-07,Manitoba,Stabilization premiums,85.9,NA
2018-07,Manitoba,Animal production,118.2,NA
2018-07,Manitoba,Livestock purchases,130.3,NA
2018-07,Manitoba,Cattle,146.3,NA
2018-07,Manitoba,Hogs,99.5,NA
2018-07,Manitoba,Commercial feed,114,NA
2018-07,Manitoba,Prepared feed,121.3,NA
2018-07,Manitoba,Grain feed,93.2,NA
2018-07,Saskatchewan,Farm input total,116,NA
2018-07,Saskatchewan,Buildings,116.1,NA
2018-07,Saskatchewan,Machinery and motor vehicles,123,NA
2018-07,Saskatchewan,Depreciation on machinery and motor vehicles,136.8,NA
2018-07,Saskatchewan,Depreciation on machinery,146.2,NA
