REF_DATE,GEO,Index,VALUE,STATUS
1982-05,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-05,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-05,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-05,Ontario,Electric power selling price under 5000kw,30,NA
1982-05,Prairie Region,Electric power selling price over 5000kw,24,NA
1982-05,Prairie Region,Electric power selling price under 5000kw,31.8,NA
1982-05,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-05,Manitoba,Electric power selling price under 5000kw,45,NA
1982-05,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-05,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-05,Alberta,Electric power selling price over 5000kw,14.4,NA
1982-05,Alberta,Electric power selling price under 5000kw,29.5,NA
1982-05,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-05,British Columbia,Electric power selling price under 5000kw,41.5,NA
1982-06,Canada,"Electric power selling price indexes, national total",35.5,NA
1982-06,Canada,Electric power selling price over 5000kw,35.9,NA
1982-06,Canada,Electric power selling price under 5000kw,35.1,NA
1982-06,Atlantic Region,Electric power selling price over 5000kw,41,NA
1982-06,Atlantic Region,Electric power selling price under 5000kw,50.7,NA
1982-06,Newfoundland and Labrador,Electric power selling price over 5000kw,48.4,NA
1982-06,Newfoundland and Labrador,Electric power selling price under 5000kw,51,NA
1982-06,Prince Edward Island,Electric power selling price under 5000kw,64.9,NA
1982-06,Nova Scotia,Electric power selling price over 5000kw,37.1,NA
1982-06,Nova Scotia,Electric power selling price under 5000kw,48.1,NA
1982-06,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1982-06,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1982-06,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-06,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-06,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-06,Ontario,Electric power selling price under 5000kw,30,NA
1982-06,Prairie Region,Electric power selling price over 5000kw,24,NA
1982-06,Prairie Region,Electric power selling price under 5000kw,31.8,NA
1982-06,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-06,Manitoba,Electric power selling price under 5000kw,45,NA
1982-06,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-06,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-06,Alberta,Electric power selling price over 5000kw,14.4,NA
1982-06,Alberta,Electric power selling price under 5000kw,29.5,NA
1982-06,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-06,British Columbia,Electric power selling price under 5000kw,41.5,NA
1982-07,Canada,"Electric power selling price indexes, national total",35.5,NA
1982-07,Canada,Electric power selling price over 5000kw,35.9,NA
1982-07,Canada,Electric power selling price under 5000kw,35.1,NA
1982-07,Atlantic Region,Electric power selling price over 5000kw,40.5,NA
1982-07,Atlantic Region,Electric power selling price under 5000kw,51.3,NA
1982-07,Newfoundland and Labrador,Electric power selling price over 5000kw,43.9,NA
1982-07,Newfoundland and Labrador,Electric power selling price under 5000kw,52.2,NA
1982-07,Prince Edward Island,Electric power selling price under 5000kw,70.2,NA
1982-07,Nova Scotia,Electric power selling price over 5000kw,37.1,NA
1982-07,Nova Scotia,Electric power selling price under 5000kw,48.1,NA
1982-07,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1982-07,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1982-07,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-07,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-07,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-07,Ontario,Electric power selling price under 5000kw,30,NA
1982-07,Prairie Region,Electric power selling price over 5000kw,24,NA
1982-07,Prairie Region,Electric power selling price under 5000kw,31.8,NA
1982-07,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-07,Manitoba,Electric power selling price under 5000kw,45,NA
1982-07,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-07,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-07,Alberta,Electric power selling price over 5000kw,14.4,NA
1982-07,Alberta,Electric power selling price under 5000kw,29.5,NA
1982-07,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-07,British Columbia,Electric power selling price under 5000kw,41.5,NA
1982-08,Canada,"Electric power selling price indexes, national total",35.5,NA
1982-08,Canada,Electric power selling price over 5000kw,35.9,NA
1982-08,Canada,Electric power selling price under 5000kw,35.3,NA
1982-08,Atlantic Region,Electric power selling price over 5000kw,40.5,NA
1982-08,Atlantic Region,Electric power selling price under 5000kw,51.4,NA
1982-08,Newfoundland and Labrador,Electric power selling price over 5000kw,44.1,NA
1982-08,Newfoundland and Labrador,Electric power selling price under 5000kw,50.4,NA
1982-08,Prince Edward Island,Electric power selling price under 5000kw,72.1,NA
1982-08,Nova Scotia,Electric power selling price over 5000kw,37.1,NA
1982-08,Nova Scotia,Electric power selling price under 5000kw,48.1,NA
1982-08,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1982-08,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1982-08,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-08,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-08,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-08,Ontario,Electric power selling price under 5000kw,30,NA
1982-08,Prairie Region,Electric power selling price over 5000kw,24,NA
1982-08,Prairie Region,Electric power selling price under 5000kw,32.4,NA
1982-08,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-08,Manitoba,Electric power selling price under 5000kw,45,NA
1982-08,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-08,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-08,Alberta,Electric power selling price over 5000kw,14.4,NA
1982-08,Alberta,Electric power selling price under 5000kw,30.2,NA
1982-08,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-08,British Columbia,Electric power selling price under 5000kw,41.5,NA
1982-09,Canada,"Electric power selling price indexes, national total",35.3,NA
1982-09,Canada,Electric power selling price over 5000kw,36,NA
1982-09,Canada,Electric power selling price under 5000kw,34.8,NA
1982-09,Atlantic Region,Electric power selling price over 5000kw,41.7,NA
1982-09,Atlantic Region,Electric power selling price under 5000kw,50.9,NA
1982-09,Newfoundland and Labrador,Electric power selling price over 5000kw,54.2,NA
1982-09,Newfoundland and Labrador,Electric power selling price under 5000kw,49.9,NA
1982-09,Prince Edward Island,Electric power selling price under 5000kw,68.4,NA
1982-09,Nova Scotia,Electric power selling price over 5000kw,37.1,NA
1982-09,Nova Scotia,Electric power selling price under 5000kw,48.1,NA
1982-09,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1982-09,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1982-09,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-09,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-09,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-09,Ontario,Electric power selling price under 5000kw,30,NA
1982-09,Prairie Region,Electric power selling price over 5000kw,24.6,NA
1982-09,Prairie Region,Electric power selling price under 5000kw,30.5,NA
1982-09,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-09,Manitoba,Electric power selling price under 5000kw,45,NA
1982-09,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-09,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-09,Alberta,Electric power selling price over 5000kw,15.4,NA
1982-09,Alberta,Electric power selling price under 5000kw,27.7,NA
1982-09,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-09,British Columbia,Electric power selling price under 5000kw,41.5,NA
1982-10,Canada,"Electric power selling price indexes, national total",35.3,NA
1982-10,Canada,Electric power selling price over 5000kw,36,NA
1982-10,Canada,Electric power selling price under 5000kw,34.9,NA
1982-10,Atlantic Region,Electric power selling price over 5000kw,41.7,NA
1982-10,Atlantic Region,Electric power selling price under 5000kw,51.6,NA
1982-10,Newfoundland and Labrador,Electric power selling price over 5000kw,53.8,NA
1982-10,Newfoundland and Labrador,Electric power selling price under 5000kw,54,NA
1982-10,Prince Edward Island,Electric power selling price under 5000kw,72.1,NA
1982-10,Nova Scotia,Electric power selling price over 5000kw,37.1,NA
1982-10,Nova Scotia,Electric power selling price under 5000kw,48.1,NA
1982-10,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1982-10,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1982-10,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-10,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-10,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-10,Ontario,Electric power selling price under 5000kw,30,NA
1982-10,Prairie Region,Electric power selling price over 5000kw,24.6,NA
1982-10,Prairie Region,Electric power selling price under 5000kw,30.5,NA
1982-10,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-10,Manitoba,Electric power selling price under 5000kw,45,NA
1982-10,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-10,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-10,Alberta,Electric power selling price over 5000kw,15.4,NA
1982-10,Alberta,Electric power selling price under 5000kw,27.7,NA
1982-10,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-10,British Columbia,Electric power selling price under 5000kw,41.5,NA
1982-11,Canada,"Electric power selling price indexes, national total",35.3,NA
1982-11,Canada,Electric power selling price over 5000kw,36,NA
1982-11,Canada,Electric power selling price under 5000kw,34.9,NA
1982-11,Atlantic Region,Electric power selling price over 5000kw,41.8,NA
1982-11,Atlantic Region,Electric power selling price under 5000kw,51.6,NA
1982-11,Newfoundland and Labrador,Electric power selling price over 5000kw,54.3,NA
1982-11,Newfoundland and Labrador,Electric power selling price under 5000kw,54.8,NA
1982-11,Prince Edward Island,Electric power selling price under 5000kw,72.3,NA
1982-11,Nova Scotia,Electric power selling price over 5000kw,37.1,NA
1982-11,Nova Scotia,Electric power selling price under 5000kw,48.1,NA
1982-11,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1982-11,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1982-11,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-11,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-11,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-11,Ontario,Electric power selling price under 5000kw,30,NA
1982-11,Prairie Region,Electric power selling price over 5000kw,24.6,NA
1982-11,Prairie Region,Electric power selling price under 5000kw,30.5,NA
1982-11,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-11,Manitoba,Electric power selling price under 5000kw,45,NA
1982-11,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-11,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-11,Alberta,Electric power selling price over 5000kw,15.4,NA
1982-11,Alberta,Electric power selling price under 5000kw,27.7,NA
1982-11,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-11,British Columbia,Electric power selling price under 5000kw,41.5,NA
1982-12,Canada,"Electric power selling price indexes, national total",35.3,NA
1982-12,Canada,Electric power selling price over 5000kw,36,NA
1982-12,Canada,Electric power selling price under 5000kw,34.8,NA
1982-12,Atlantic Region,Electric power selling price over 5000kw,41.8,NA
1982-12,Atlantic Region,Electric power selling price under 5000kw,51.2,NA
1982-12,Newfoundland and Labrador,Electric power selling price over 5000kw,54.6,NA
1982-12,Newfoundland and Labrador,Electric power selling price under 5000kw,54.3,NA
1982-12,Prince Edward Island,Electric power selling price under 5000kw,68.5,NA
1982-12,Nova Scotia,Electric power selling price over 5000kw,37.1,NA
1982-12,Nova Scotia,Electric power selling price under 5000kw,48.1,NA
1982-12,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1982-12,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1982-12,Quebec,Electric power selling price over 5000kw,44.7,NA
1982-12,Quebec,Electric power selling price under 5000kw,49.1,NA
1982-12,Ontario,Electric power selling price over 5000kw,33.9,NA
1982-12,Ontario,Electric power selling price under 5000kw,30,NA
1982-12,Prairie Region,Electric power selling price over 5000kw,24.6,NA
1982-12,Prairie Region,Electric power selling price under 5000kw,30.5,NA
1982-12,Manitoba,Electric power selling price over 5000kw,42.9,NA
1982-12,Manitoba,Electric power selling price under 5000kw,45,NA
1982-12,Saskatchewan,Electric power selling price over 5000kw,39.3,NA
1982-12,Saskatchewan,Electric power selling price under 5000kw,44,NA
1982-12,Alberta,Electric power selling price over 5000kw,15.4,NA
1982-12,Alberta,Electric power selling price under 5000kw,27.7,NA
1982-12,British Columbia,Electric power selling price over 5000kw,41.6,NA
1982-12,British Columbia,Electric power selling price under 5000kw,41.5,NA
1983-01,Canada,"Electric power selling price indexes, national total",37.2,NA
1983-01,Canada,Electric power selling price over 5000kw,38.4,NA
1983-01,Canada,Electric power selling price under 5000kw,36.6,NA
1983-01,Atlantic Region,Electric power selling price over 5000kw,44.5,NA
1983-01,Atlantic Region,Electric power selling price under 5000kw,52.1,NA
1983-01,Newfoundland and Labrador,Electric power selling price over 5000kw,59.5,NA
1983-01,Newfoundland and Labrador,Electric power selling price under 5000kw,56.1,NA
1983-01,Prince Edward Island,Electric power selling price under 5000kw,73.2,NA
1983-01,Nova Scotia,Electric power selling price over 5000kw,43.8,NA
1983-01,Nova Scotia,Electric power selling price under 5000kw,56.8,NA
1983-01,New Brunswick,Electric power selling price over 5000kw,44.9,NA
1983-01,New Brunswick,Electric power selling price under 5000kw,55.3,NA
1983-01,Quebec,Electric power selling price over 5000kw,48,NA
1983-01,Quebec,Electric power selling price under 5000kw,52.7,NA
